id,timestamp,mac,rssi,mac_pai
10544,2025-10-14 06:14:07,40:4c:ca:5e:09:2c,-55,null
10545,2025-10-14 06:19:07,40:4c:ca:5e:09:2c,-56,null
10546,2025-10-14 06:24:07,40:4c:ca:5e:09:2c,-55,null
10547,2025-10-14 06:29:07,40:4c:ca:5e:09:2c,-55,null
10548,2025-10-14 06:34:07,40:4c:ca:5e:09:2c,-56,null
10549,2025-10-14 06:39:07,40:4c:ca:5e:09:2c,-55,null
10550,2025-10-14 06:44:07,40:4c:ca:5e:09:2c,-55,null
10551,2025-10-14 06:49:07,40:4c:ca:5e:09:2c,-56,null
10552,2025-10-14 06:54:07,40:4c:ca:5e:09:2c,-55,null
10553,2025-10-14 06:59:07,40:4c:ca:5e:09:2c,-56,null
10554,2025-10-14 07:04:08,40:4c:ca:5e:09:2c,-55,null
