id,timestamp,mac,rssi,mac_pai
17621,2025-11-16 10:09:11,40:4c:ca:5e:02:44,-83,40:4c:ca:5e:0f:35
17622,2025-11-16 10:12:11,40:4c:ca:5e:0f:34,-58,null
17623,2025-11-16 10:13:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17624,2025-11-16 10:13:18,40:4c:ca:5e:09:2c,-78,40:4c:ca:5e:0f:35
17625,2025-11-16 10:14:11,40:4c:ca:5e:02:44,-84,40:4c:ca:5e:0f:35
17626,2025-11-16 10:17:11,40:4c:ca:5e:0f:34,-61,null
17627,2025-11-16 10:18:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17628,2025-11-16 10:18:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17629,2025-11-16 10:19:11,40:4c:ca:5e:02:44,-83,40:4c:ca:5e:0f:35
17630,2025-11-16 10:22:11,40:4c:ca:5e:0f:34,-58,null
17631,2025-11-16 10:23:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17632,2025-11-16 10:23:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17633,2025-11-16 10:24:11,40:4c:ca:5e:02:44,-83,40:4c:ca:5e:0f:35
17634,2025-11-16 10:27:11,40:4c:ca:5e:0f:34,-57,null
17635,2025-11-16 10:28:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17636,2025-11-16 10:28:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17637,2025-11-16 10:29:11,40:4c:ca:5e:02:44,-82,40:4c:ca:5e:0f:35
17638,2025-11-16 10:32:11,40:4c:ca:5e:0f:34,-56,null
17639,2025-11-16 10:33:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17640,2025-11-16 10:33:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17641,2025-11-16 10:34:11,40:4c:ca:5e:02:44,-82,40:4c:ca:5e:0f:35
17642,2025-11-16 10:37:11,40:4c:ca:5e:0f:34,-56,null
17643,2025-11-16 10:38:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17644,2025-11-16 10:38:18,40:4c:ca:5e:09:2c,-77,40:4c:ca:5e:0f:35
17645,2025-11-16 10:39:11,40:4c:ca:5e:02:44,-82,40:4c:ca:5e:0f:35
17646,2025-11-16 10:42:11,40:4c:ca:5e:0f:34,-61,null
17647,2025-11-16 10:43:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17648,2025-11-16 10:43:18,40:4c:ca:5e:09:2c,-75,40:4c:ca:5e:0f:35
17649,2025-11-16 10:44:11,40:4c:ca:5e:02:44,-81,40:4c:ca:5e:0f:35
17650,2025-11-16 10:47:11,40:4c:ca:5e:0f:34,-56,null
17651,2025-11-16 10:48:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17652,2025-11-16 10:48:18,40:4c:ca:5e:09:2c,-74,40:4c:ca:5e:0f:35
17653,2025-11-16 10:49:11,40:4c:ca:5e:02:44,-79,40:4c:ca:5e:0f:35
17654,2025-11-16 10:52:11,40:4c:ca:5e:0f:34,-58,null
17655,2025-11-16 10:53:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17656,2025-11-16 10:53:18,40:4c:ca:5e:09:2c,-74,40:4c:ca:5e:0f:35
17657,2025-11-16 10:54:11,40:4c:ca:5e:02:44,-79,40:4c:ca:5e:0f:35
17658,2025-11-16 10:57:11,40:4c:ca:5e:0f:34,-60,null
17659,2025-11-16 10:58:06,40:4c:ca:5d:f7:d4,-76,40:4c:ca:5e:0f:35
17660,2025-11-16 10:59:11,40:4c:ca:5e:02:44,-78,40:4c:ca:5e:0f:35
17661,2025-11-16 11:02:11,40:4c:ca:5e:0f:34,-57,null
17662,2025-11-16 11:03:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17663,2025-11-16 11:04:11,40:4c:ca:5e:02:44,-78,40:4c:ca:5e:0f:35
17664,2025-11-16 11:07:11,40:4c:ca:5e:0f:34,-56,null
17665,2025-11-16 11:08:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17666,2025-11-16 11:09:11,40:4c:ca:5e:02:44,-78,40:4c:ca:5e:0f:35
17667,2025-11-16 11:12:12,40:4c:ca:5e:0f:34,-56,null
17668,2025-11-16 11:13:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17669,2025-11-16 11:14:11,40:4c:ca:5e:02:44,-78,40:4c:ca:5e:0f:35
17670,2025-11-16 11:17:12,40:4c:ca:5e:0f:34,-58,null
17671,2025-11-16 11:18:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17672,2025-11-16 11:19:11,40:4c:ca:5e:02:44,-78,40:4c:ca:5e:0f:35
17673,2025-11-16 11:22:12,40:4c:ca:5e:0f:34,-57,null
17674,2025-11-16 11:23:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17675,2025-11-16 11:24:11,40:4c:ca:5e:02:44,-77,40:4c:ca:5e:0f:35
17676,2025-11-16 11:27:12,40:4c:ca:5e:0f:34,-57,null
17677,2025-11-16 11:28:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17678,2025-11-16 11:29:11,40:4c:ca:5e:02:44,-77,40:4c:ca:5e:0f:35
17679,2025-11-16 11:32:12,40:4c:ca:5e:0f:34,-58,null
17680,2025-11-16 11:33:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17681,2025-11-16 11:34:11,40:4c:ca:5e:02:44,-77,40:4c:ca:5e:0f:35
17682,2025-11-16 11:37:12,40:4c:ca:5e:0f:34,-57,null
17683,2025-11-16 11:38:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17684,2025-11-16 11:39:11,40:4c:ca:5e:02:44,-77,40:4c:ca:5e:0f:35
17685,2025-11-16 11:42:12,40:4c:ca:5e:0f:34,-58,null
17686,2025-11-16 11:43:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17687,2025-11-16 11:44:11,40:4c:ca:5e:02:44,-77,40:4c:ca:5e:0f:35
17688,2025-11-16 11:47:12,40:4c:ca:5e:0f:34,-57,null
17689,2025-11-16 11:48:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17690,2025-11-16 11:49:11,40:4c:ca:5e:02:44,-77,40:4c:ca:5e:0f:35
17691,2025-11-16 11:52:12,40:4c:ca:5e:0f:34,-58,null
17692,2025-11-16 11:53:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17693,2025-11-16 11:54:11,40:4c:ca:5e:02:44,-76,40:4c:ca:5e:0f:35
17694,2025-11-16 11:57:12,40:4c:ca:5e:0f:34,-59,null
17695,2025-11-16 11:58:06,40:4c:ca:5d:f7:d4,-75,40:4c:ca:5e:0f:35
17696,2025-11-16 11:59:11,40:4c:ca:5e:02:44,-75,40:4c:ca:5e:0f:35
