id,timestamp,mac,temp_interna,free_heap,cpu_total,cpu_idle
3426,2025-11-19 14:13:41,40:4c:ca:5d:f7:d4,44.2,235004,97.19,0.0
3427,2025-11-19 14:15:34,40:4c:ca:5e:09:2c,46.6,231708,9.36,0.0
3428,2025-11-19 14:15:34,40:4c:ca:5e:0f:34,38.1,203640,9.02,90.98
3429,2025-11-19 14:15:40,40:4c:ca:5d:f7:d4,43.2,236256,97.11,0.0
3430,2025-11-19 14:16:24,40:4c:ca:5d:f3:b8,53.7,234048,6.87,0.0
3431,2025-11-19 14:16:41,40:4c:ca:5d:f7:d4,44.2,235368,97.02,0.0
3432,2025-11-19 14:17:23,40:4c:ca:5e:02:44,44.1,234636,7.11,0.0
3433,2025-11-19 14:17:41,40:4c:ca:5d:f7:d4,44.2,235432,97.1,0.0
3434,2025-11-19 14:20:33,40:4c:ca:5e:09:2c,46.6,231920,8.4,0.0
3435,2025-11-19 14:20:34,40:4c:ca:5e:0f:34,40.1,202584,8.34,91.66
3436,2025-11-19 14:21:24,40:4c:ca:5d:f3:b8,52.7,234464,6.29,0.0
3437,2025-11-19 14:22:23,40:4c:ca:5e:02:44,44.1,234852,6.55,0.0
3438,2025-11-19 14:23:44,40:4c:ca:5d:f7:d4,43.2,235388,97.16,0.0
