id,timestamp,mac,temp_interna,free_heap,cpu_total,cpu_idle
9547,2025-12-13 14:13:26,40:4c:ca:5e:02:44,44.1,236032,96.44,0.0
9548,2025-12-13 14:14:38,40:4c:ca:5e:02:44,46.1,212148,96.02,3.98
9549,2025-12-13 14:15:37,40:4c:ca:5d:f3:b8,38.7,235848,97.2,0.0
9550,2025-12-13 14:15:38,40:4c:ca:5e:02:44,46.1,209548,96.02,3.98
9551,2025-12-13 14:16:37,40:4c:ca:5d:f3:b8,39.7,235628,97.2,0.0
9552,2025-12-13 14:16:38,40:4c:ca:5e:02:44,46.1,209536,96.02,3.98
9553,2025-12-13 14:17:37,40:4c:ca:5d:f3:b8,40.7,235688,97.2,0.0
9554,2025-12-13 14:17:38,40:4c:ca:5e:02:44,46.1,209536,96.02,3.98
9555,2025-12-13 14:18:45,40:4c:ca:5d:f3:b8,41.7,212732,97.2,2.8
9556,2025-12-13 14:19:45,40:4c:ca:5d:f3:b8,49.7,208860,1.84,98.16
9557,2025-12-13 14:19:46,40:4c:ca:5e:02:44,45.1,236080,96.66,0.0
9558,2025-12-13 14:20:45,40:4c:ca:5d:f3:b8,43.7,208720,1.84,98.16
9559,2025-12-13 14:20:45,40:4c:ca:5e:09:2c,35.6,235572,98.3,0.0
9560,2025-12-13 14:20:46,40:4c:ca:5e:02:44,46.1,233176,96.66,0.0
9561,2025-12-13 14:21:45,40:4c:ca:5d:f3:b8,43.7,208688,1.84,98.16
9562,2025-12-13 14:21:45,40:4c:ca:5e:09:2c,38.6,235356,98.3,0.0
9563,2025-12-13 14:21:46,40:4c:ca:5e:02:44,46.1,233244,96.66,0.0
9564,2025-12-13 14:22:55,40:4c:ca:5e:02:44,47.1,207764,97.16,2.84
9565,2025-12-13 14:22:55,40:4c:ca:5d:f3:b8,41.7,235868,97.21,0.0
9566,2025-12-13 14:23:45,40:4c:ca:5e:09:2c,40.6,235032,98.3,0.0
9567,2025-12-13 14:23:55,40:4c:ca:5e:02:44,47.1,209440,97.16,2.84
9568,2025-12-13 14:23:55,40:4c:ca:5d:f3:b8,41.7,232724,97.21,0.0
9569,2025-12-13 14:25:45,40:4c:ca:5e:09:2c,42.6,234360,1.98,0.0
9570,2025-12-13 14:25:52,40:4c:ca:5d:f3:b8,43.7,206724,97.21,2.79
9571,2025-12-13 14:25:59,40:4c:ca:5e:02:44,42.1,235680,97.26,0.0
9572,2025-12-13 14:26:45,40:4c:ca:5e:09:2c,42.6,234036,1.98,0.0
9573,2025-12-13 14:26:52,40:4c:ca:5d:f3:b8,43.7,205576,97.21,2.79
9574,2025-12-13 14:26:59,40:4c:ca:5e:02:44,43.1,235252,97.26,0.0
9575,2025-12-13 14:27:50,40:4c:ca:5e:02:44,44.1,215320,97.26,2.74
9576,2025-12-13 14:28:46,40:4c:ca:5e:09:2c,44.6,234980,1.98,0.0
9577,2025-12-13 14:28:50,40:4c:ca:5e:02:44,45.1,209096,97.26,2.74
9578,2025-12-13 14:29:46,40:4c:ca:5e:09:2c,45.6,234988,1.95,0.0
9579,2025-12-13 14:29:50,40:4c:ca:5e:02:44,45.1,206248,97.26,2.74
9580,2025-12-13 14:29:53,40:4c:ca:5d:f3:b8,39.7,235464,96.95,0.0
9581,2025-12-13 14:30:46,40:4c:ca:5e:09:2c,44.6,235148,1.95,0.0
9582,2025-12-13 14:30:50,40:4c:ca:5e:02:44,45.1,206104,1.73,98.27
9583,2025-12-13 14:30:53,40:4c:ca:5d:f3:b8,41.7,235240,96.95,0.0
9584,2025-12-13 14:31:53,40:4c:ca:5e:09:2c,44.6,210368,1.95,98.05
9585,2025-12-13 14:31:53,40:4c:ca:5d:f3:b8,42.7,235308,96.95,0.0
